Link,Description
<a href="https://github.com/OWASP/www-project-top-10-for-large-language-model-applications/tree/main/1_0_1_vulns">OWASP Top 10 for LLMs</a>,Top 10 list of most critical security risks to Large Language Model (LLM) applications
